,wahlbezirk,wahlkreis,bezirk,bezirkname,ost_west,waehler_be,waehler,ungueltig,gueltig,cdu_p,spd_p,linke_p,gruene_p,afd_p,piraten_p,fdp_p
934,6708,607,6,Steglitz-Zehlendorf,W,1345,663,10,653,0.2450229709035222,0.19142419601837676,0.08728943338437979,0.17151607963246554,0.10872894333843798,0.007656967840735069,0.15773353751914246
935,6709,607,6,Steglitz-Zehlendorf,W,1773,852,1,851,0.3207990599294947,0.15746180963572268,0.06462984723854287,0.15511163337250294,0.05992949471210341,0.0011750881316098707,0.21739130434782608
936,6710,607,6,Steglitz-Zehlendorf,W,1751,825,5,820,0.3268292682926829,0.15853658536585366,0.07804878048780488,0.14878048780487804,0.08536585365853659,0.0,0.16585365853658535
937,6711,607,6,Steglitz-Zehlendorf,W,1729,857,1,856,0.25934579439252337,0.18457943925233644,0.08761682242990654,0.17523364485981308,0.08411214953271028,0.003504672897196261,0.17406542056074767
938,6712,607,6,Steglitz-Zehlendorf,W,1634,925,12,913,0.2486308871851041,0.19934282584884996,0.11171960569550933,0.18181818181818185,0.08762322015334062,0.002190580503833516,0.13362541073384446
939,6713,607,6,Steglitz-Zehlendorf,W,1601,779,3,776,0.2925257731958763,0.15335051546391756,0.06572164948453607,0.17396907216494845,0.07345360824742267,0.0,0.2177835051546392
940,6714,607,6,Steglitz-Zehlendorf,W,1324,607,9,598,0.25418060200668896,0.18729096989966554,0.08695652173913042,0.17725752508361206,0.10367892976588627,0.0016722408026755853,0.14715719063545152
941,6715,607,6,Steglitz-Zehlendorf,W,1499,712,6,706,0.2790368271954674,0.169971671388102,0.07507082152974505,0.16288951841359772,0.08923512747875352,0.0028328611898017,0.1954674220963173
942,6716,607,6,Steglitz-Zehlendorf,W,1380,624,3,621,0.3059581320450886,0.1610305958132045,0.061191626409017714,0.16586151368760066,0.059581320450885676,0.004830917874396135,0.19806763285024154
943,6717,607,6,Steglitz-Zehlendorf,W,1184,617,2,615,0.22276422764227646,0.1902439024390244,0.1073170731707317,0.2032520325203252,0.08455284552845528,0.004878048780487805,0.14634146341463414
944,6718,607,6,Steglitz-Zehlendorf,W,1856,958,14,944,0.3061440677966102,0.19385593220338984,0.07309322033898305,0.1504237288135593,0.09427966101694917,0.00211864406779661,0.1440677966101695
945,6719,607,6,Steglitz-Zehlendorf,W,1706,843,3,840,0.24642857142857144,0.23214285714285715,0.11071428571428572,0.16904761904761906,0.0988095238095238,0.0023809523809523807,0.10714285714285714
946,7101,701,7,Tempelhof-Sch̦neberg,W,1835,731,11,720,0.24027777777777776,0.175,0.16111111111111112,0.1125,0.10833333333333334,0.0041666666666666675,0.15555555555555556
947,7102,701,7,Tempelhof-Sch̦neberg,W,2015,879,9,870,0.19310344827586207,0.19770114942528733,0.19540229885057472,0.15057471264367814,0.09195402298850576,0.006896551724137931,0.10459770114942528
948,7103,701,7,Tempelhof-Sch̦neberg,W,1907,909,1,908,0.17400881057268722,0.2048458149779736,0.2224669603524229,0.16299559471365638,0.0881057268722467,0.011013215859030838,0.06387665198237885
949,7104,701,7,Tempelhof-Sch̦neberg,W,1863,890,16,874,0.14187643020594964,0.2448512585812357,0.2517162471395881,0.17391304347826084,0.06636155606407322,0.011441647597254004,0.06407322654462243
950,7105,701,7,Tempelhof-Sch̦neberg,W,1939,850,7,843,0.2372479240806643,0.2158956109134045,0.11743772241992882,0.1506524317912218,0.0937129300118624,0.0035587188612099642,0.14709371293001186
951,7106,701,7,Tempelhof-Sch̦neberg,W,1731,827,4,823,0.15795868772782504,0.21628189550425272,0.1798298906439854,0.2272174969623329,0.06804374240583233,0.007290400972053463,0.10328068043742407
952,7107,701,7,Tempelhof-Sch̦neberg,W,1724,827,9,818,0.15403422982885084,0.19315403422982885,0.21026894865525672,0.2555012224938875,0.06356968215158924,0.004889975550122249,0.08679706601466992
953,7108,701,7,Tempelhof-Sch̦neberg,W,1839,864,13,851,0.12808460634547592,0.18801410105757926,0.25616921269095183,0.2126909518213866,0.043478260869565216,0.01880141010575793,0.07873090481786134
954,7109,701,7,Tempelhof-Sch̦neberg,W,1924,902,2,900,0.17666666666666667,0.20222222222222225,0.15,0.2222222222222222,0.045555555555555564,0.0022222222222222227,0.15444444444444444
955,7110,701,7,Tempelhof-Sch̦neberg,W,2075,1054,15,1039,0.18768046198267568,0.24061597690086625,0.18286814244465832,0.16361886429258904,0.0904716073147257,0.004812319538017324,0.0846968238691049
956,7111,701,7,Tempelhof-Sch̦neberg,W,1798,934,9,925,0.19783783783783784,0.2227027027027027,0.17189189189189188,0.21513513513513516,0.0572972972972973,0.004324324324324324,0.09513513513513512
957,7112,701,7,Tempelhof-Sch̦neberg,W,2083,1062,6,1056,0.13920454545454544,0.20359848484848486,0.19223484848484848,0.2869318181818182,0.05303030303030303,0.006628787878787879,0.07386363636363638
958,7113,701,7,Tempelhof-Sch̦neberg,W,1977,1017,14,1003,0.1575274177467597,0.2173479561316052,0.18444666001994015,0.24925224327018944,0.05583250249252243,0.009970089730807577,0.06879361914257229
959,7114,701,7,Tempelhof-Sch̦neberg,W,1816,909,10,899,0.1457174638487208,0.22246941045606228,0.19799777530589546,0.23692992213570635,0.067853170189099,0.012235817575083428,0.0478309232480534
960,7115,701,7,Tempelhof-Sch̦neberg,W,1766,834,8,826,0.08232445520581114,0.19491525423728812,0.3075060532687651,0.2324455205811138,0.0387409200968523,0.023002421307506054,0.04116222760290557
961,7116,701,7,Tempelhof-Sch̦neberg,W,2001,888,7,881,0.2224744608399546,0.20771850170261064,0.15550510783200908,0.1872871736662883,0.0771850170261067,0.002270147559591373,0.1021566401816118
962,7117,701,7,Tempelhof-Sch̦neberg,W,1959,939,8,931,0.19119226638023631,0.17185821697099893,0.20193340494092374,0.2094522019334049,0.08055853920515575,0.005370569280343717,0.09129967776584318
963,7118,701,7,Tempelhof-Sch̦neberg,W,1970,953,9,944,0.1292372881355932,0.2351694915254237,0.2097457627118644,0.2733050847457627,0.04449152542372881,0.013771186440677966,0.046610169491525424
964,7201,702,7,Tempelhof-Sch̦neberg,W,1932,992,12,980,0.21836734693877552,0.2397959183673469,0.15,0.20204081632653065,0.057142857142857134,0.0061224489795918356,0.09897959183673467
965,7202,702,7,Tempelhof-Sch̦neberg,W,1975,966,7,959,0.15954118873826906,0.2127215849843587,0.1772679874869656,0.22314911366006254,0.08133472367049009,0.011470281543274244,0.09280500521376434
966,7203,702,7,Tempelhof-Sch̦neberg,W,2048,1104,7,1097,0.1422060164083865,0.20510483135824975,0.20875113947128526,0.2862351868732908,0.02734731084776664,0.0036463081130355523,0.08386508659981769
967,7204,702,7,Tempelhof-Sch̦neberg,W,2024,898,10,888,0.14301801801801806,0.2376126126126126,0.19707207207207209,0.2263513513513513,0.04166666666666666,0.006756756756756757,0.07995495495495496
968,7205,702,7,Tempelhof-Sch̦neberg,W,1805,929,9,920,0.11521739130434785,0.19021739130434784,0.2489130434782609,0.2597826086956522,0.04673913043478261,0.006521739130434782,0.06739130434782609
969,7206,702,7,Tempelhof-Sch̦neberg,W,2250,1046,11,1035,0.1004830917874396,0.20579710144927532,0.2454106280193237,0.2753623188405797,0.036714975845410634,0.01352657004830918,0.04830917874396135
970,7207,702,7,Tempelhof-Sch̦neberg,W,2301,1134,9,1125,0.12,0.18488888888888888,0.2248888888888889,0.29244444444444445,0.056888888888888885,0.006222222222222222,0.049777777777777775
971,7208,702,7,Tempelhof-Sch̦neberg,W,1952,890,12,878,0.20501138952164008,0.21981776765375852,0.16173120728929385,0.1765375854214123,0.09453302961275628,0.0034168564920273353,0.09681093394077447
972,7209,702,7,Tempelhof-Sch̦neberg,W,1770,833,9,824,0.1820388349514563,0.2354368932038835,0.18567961165048544,0.17475728155339804,0.07160194174757281,0.0036407766990291268,0.07888349514563107
973,7210,702,7,Tempelhof-Sch̦neberg,W,2094,1101,10,1091,0.12832263978001834,0.1860678276810266,0.2419798350137489,0.25572868927589365,0.04124656278643447,0.01008249312557287,0.06691109074243813
974,7211,702,7,Tempelhof-Sch̦neberg,W,2019,952,15,937,0.12273212379935965,0.2113127001067236,0.22305229455709716,0.22518676627534684,0.0672358591248666,0.016008537886873002,0.07257203842049093
975,7212,702,7,Tempelhof-Sch̦neberg,W,1435,789,1,788,0.09390862944162437,0.22461928934010156,0.2182741116751269,0.2880710659898477,0.0532994923857868,0.0038071065989847717,0.046954314720812185
976,7213,702,7,Tempelhof-Sch̦neberg,W,1710,826,5,821,0.12302070645554206,0.1887941534713764,0.2082825822168088,0.27649208282582216,0.06455542021924482,0.0097442143727162,0.05602923264311815
977,7214,702,7,Tempelhof-Sch̦neberg,W,1806,843,8,835,0.12455089820359283,0.18323353293413172,0.22395209580838324,0.27904191616766466,0.041916167664670656,0.017964071856287425,0.05149700598802395
978,7215,702,7,Tempelhof-Sch̦neberg,W,2055,943,11,932,0.16523605150214593,0.2381974248927039,0.19957081545064376,0.17060085836909872,0.0815450643776824,0.012875536480686695,0.059012875536480686
979,7216,702,7,Tempelhof-Sch̦neberg,W,2055,956,12,944,0.22033898305084745,0.2065677966101695,0.1451271186440678,0.1440677966101695,0.1281779661016949,0.013771186440677966,0.06038135593220339
980,7217,702,7,Tempelhof-Sch̦neberg,W,1592,724,8,716,0.21927374301675975,0.2318435754189944,0.1717877094972067,0.12430167597765365,0.07960893854748602,0.015363128491620113,0.07262569832402235
981,7301,703,7,Tempelhof-Sch̦neberg,W,2014,950,6,944,0.1822033898305085,0.20021186440677965,0.1641949152542373,0.2552966101694915,0.048728813559322036,0.0031779661016949155,0.09851694915254236
982,7302,703,7,Tempelhof-Sch̦neberg,W,1834,1053,9,1044,0.17337164750957856,0.20402298850574715,0.16379310344827586,0.2298850574712644,0.07279693486590039,0.0038314176245210726,0.1053639846743295
983,7303,703,7,Tempelhof-Sch̦neberg,W,1711,859,10,849,0.1967020023557126,0.23439340400471145,0.1425206124852768,0.2461719670200236,0.04004711425206125,0.001177856301531213,0.09305064782096584
984,7304,703,7,Tempelhof-Sch̦neberg,W,1481,737,4,733,0.18281036834924969,0.21828103683492495,0.13369713506139155,0.22646657571623466,0.0791268758526603,0.001364256480218281,0.11732605729877214
985,7305,703,7,Tempelhof-Sch̦neberg,W,1869,913,6,907,0.1587651598676957,0.20507166482910694,0.16758544652701213,0.2866593164277839,0.0474090407938258,0.006615214994487321,0.0948180815876516
986,7306,703,7,Tempelhof-Sch̦neberg,W,1789,961,3,958,0.19624217118997914,0.23903966597077245,0.12943632567849686,0.23903966597077245,0.0511482254697286,0.00104384133611691,0.10334029227557412
987,7307,703,7,Tempelhof-Sch̦neberg,W,1969,925,10,915,0.1989071038251366,0.2207650273224044,0.15081967213114755,0.23497267759562845,0.05027322404371585,0.006557377049180328,0.0994535519125683
988,7308,703,7,Tempelhof-Sch̦neberg,W,1744,872,7,865,0.1907514450867052,0.2034682080924856,0.1352601156069364,0.2647398843930636,0.07052023121387284,0.0023121387283237,0.09017341040462427
989,7309,703,7,Tempelhof-Sch̦neberg,W,1697,969,5,964,0.1825726141078838,0.20643153526970956,0.15560165975103735,0.2365145228215768,0.06950207468879667,0.006224066390041493,0.0954356846473029
990,7310,703,7,Tempelhof-Sch̦neberg,W,1891,898,3,895,0.1888268156424581,0.2022346368715084,0.12290502793296088,0.27262569832402234,0.0659217877094972,0.00782122905027933,0.09832402234636872
991,7311,703,7,Tempelhof-Sch̦neberg,W,1700,911,2,909,0.1705170517051705,0.2079207920792079,0.16831683168316833,0.24422442244224424,0.07150715071507151,0.0022002200220022,0.099009900990099
992,7312,703,7,Tempelhof-Sch̦neberg,W,1454,793,6,787,0.17916137229987295,0.18678526048284624,0.20584498094027956,0.2096569250317662,0.06607369758576874,0.0012706480304955528,0.10038119440914868
993,7313,703,7,Tempelhof-Sch̦neberg,W,1868,944,11,933,0.1907824222936763,0.2015005359056806,0.1307609860664523,0.2572347266881029,0.06859592711682744,0.006430868167202572,0.09860664523043944
994,7314,703,7,Tempelhof-Sch̦neberg,W,1724,927,5,922,0.15509761388286333,0.22885032537960956,0.1681127982646421,0.25379609544468545,0.06832971800433839,0.0043383947939262466,0.08026030368763558
995,7315,703,7,Tempelhof-Sch̦neberg,W,1959,1001,7,994,0.18209255533199195,0.2505030181086519,0.14386317907444668,0.2414486921529175,0.0613682092555332,0.005030181086519115,0.07142857142857142
996,7316,703,7,Tempelhof-Sch̦neberg,W,1968,958,34,924,0.2067099567099567,0.24242424242424246,0.18073593073593072,0.14393939393939395,0.07034632034632035,0.01948051948051948,0.07467532467532467
997,7317,703,7,Tempelhof-Sch̦neberg,W,1863,887,13,874,0.19336384439359267,0.2368421052631579,0.17963386727688788,0.15102974828375287,0.06979405034324943,0.013729977116704805,0.08695652173913042
998,7318,703,7,Tempelhof-Sch̦neberg,W,1804,899,15,884,0.19570135746606332,0.25,0.1323529411764706,0.12895927601809956,0.13122171945701358,0.005656108597285068,0.08597285067873303
999,7319,703,7,Tempelhof-Sch̦neberg,W,2093,869,9,860,0.2558139534883721,0.2302325581395349,0.0941860465116279,0.11395348837209306,0.12674418604651164,0.005813953488372093,0.1127906976744186
1000,7401,704,7,Tempelhof-Sch̦neberg,W,1790,921,1,920,0.225,0.19456521739130436,0.16630434782608694,0.20108695652173916,0.06847826086956521,0.005434782608695652,0.08804347826086957
1001,7402,704,7,Tempelhof-Sch̦neberg,W,1895,922,6,916,0.15829694323144106,0.1975982532751092,0.1866812227074236,0.2641921397379913,0.05676855895196506,0.012008733624454149,0.07751091703056769
1002,7403,704,7,Tempelhof-Sch̦neberg,W,2007,1074,22,1052,0.2718631178707224,0.20437262357414449,0.13022813688212928,0.1188212927756654,0.10361216730038024,0.005703422053231939,0.094106463878327
1003,7404,704,7,Tempelhof-Sch̦neberg,W,1778,923,8,915,0.19344262295081968,0.18032786885245905,0.1628415300546448,0.2426229508196721,0.06775956284153005,0.004371584699453553,0.10163934426229508
1004,7405,704,7,Tempelhof-Sch̦neberg,W,1936,832,16,816,0.21200980392156865,0.22303921568627447,0.16299019607843138,0.12377450980392155,0.09803921568627452,0.00980392156862745,0.07352941176470587
1005,7406,704,7,Tempelhof-Sch̦neberg,W,1990,1001,20,981,0.21712538226299694,0.2038735983690112,0.1651376146788991,0.12130479102956168,0.1202854230377166,0.01019367991845056,0.08256880733944955
1006,7407,704,7,Tempelhof-Sch̦neberg,W,1812,850,11,839,0.22884386174016685,0.21930870083432655,0.1394517282479142,0.08343265792610251,0.16924910607866508,0.015494636471990463,0.07270560190703218
1007,7408,704,7,Tempelhof-Sch̦neberg,W,1945,977,13,964,0.1690871369294606,0.2095435684647303,0.17219917012448133,0.18568464730290454,0.07987551867219916,0.0051867219917012455,0.11618257261410787
1008,7409,704,7,Tempelhof-Sch̦neberg,W,1933,838,5,833,0.20888355342136852,0.22208883553421369,0.1644657863145258,0.14405762304921968,0.09843937575030012,0.008403361344537815,0.08523409363745499
1009,7410,704,7,Tempelhof-Sch̦neberg,W,2196,974,13,961,0.2299687825182102,0.21748178980228927,0.1404786680541103,0.1259105098855359,0.11966701352757544,0.011446409989594172,0.08116545265348596
1010,7411,704,7,Tempelhof-Sch̦neberg,W,2063,924,11,913,0.1949616648411829,0.2343921139101862,0.15991237677984665,0.10514786418400876,0.140197152245345,0.01095290251916758,0.0832420591456736
1011,7412,704,7,Tempelhof-Sch̦neberg,W,1885,967,5,962,0.20374220374220373,0.2338877338877339,0.1496881496881497,0.16424116424116425,0.07172557172557173,0.010395010395010396,0.08731808731808732
1012,7413,704,7,Tempelhof-Sch̦neberg,W,2023,998,9,989,0.16177957532861476,0.21840242669362994,0.19413549039433767,0.16885743174924167,0.08796764408493428,0.011122345803842264,0.0717896865520728
1013,7414,704,7,Tempelhof-Sch̦neberg,W,2135,841,13,828,0.23671497584541065,0.19444444444444445,0.1606280193236715,0.09057971014492754,0.13526570048309178,0.008454106280193236,0.08816425120772947
1014,7415,704,7,Tempelhof-Sch̦neberg,W,1894,935,19,916,0.15829694323144106,0.2096069868995633,0.2194323144104804,0.15829694323144106,0.09934497816593886,0.016375545851528384,0.07096069868995633
1015,7416,704,7,Tempelhof-Sch̦neberg,W,2315,1064,23,1041,0.228626320845341,0.21229586935638808,0.1287223823246878,0.13160422670509125,0.13160422670509125,0.012487992315081652,0.07780979827089338
1016,7417,704,7,Tempelhof-Sch̦neberg,W,1701,903,14,889,0.1934758155230596,0.19122609673790775,0.15523059617547807,0.2125984251968504,0.08323959505061868,0.010123734533183352,0.06749156355455567
1017,7501,705,7,Tempelhof-Sch̦neberg,W,2333,1088,23,1065,0.22535211267605634,0.23192488262910801,0.12206572769953053,0.09389671361502347,0.14272300469483568,0.008450704225352112,0.0976525821596244
1018,7502,705,7,Tempelhof-Sch̦neberg,W,1945,903,28,875,0.2651428571428571,0.21485714285714289,0.15085714285714286,0.08685714285714285,0.11085714285714286,0.008,0.09142857142857144
1019,7503,705,7,Tempelhof-Sch̦neberg,W,1869,943,12,931,0.280343716433942,0.22126745435016112,0.121374865735768,0.09774436090225563,0.13319011815252416,0.00322234156820623,0.10633727175080558
1020,7504,705,7,Tempelhof-Sch̦neberg,W,2211,977,19,958,0.1732776617954071,0.19728601252609604,0.19102296450939454,0.10334029227557412,0.14926931106471816,0.013569937369519834,0.06471816283924843
1021,7505,705,7,Tempelhof-Sch̦neberg,W,1985,1006,18,988,0.22064777327935226,0.23481781376518215,0.14068825910931174,0.09919028340080972,0.1437246963562753,0.013157894736842105,0.07692307692307693
1022,7506,705,7,Tempelhof-Sch̦neberg,W,2107,1069,20,1049,0.2516682554814109,0.20781696854146808,0.14299332697807435,0.08579599618684461,0.1325071496663489,0.010486177311725452,0.09437559580552908
1023,7507,705,7,Tempelhof-Sch̦neberg,W,2140,875,8,867,0.2433679354094579,0.2041522491349481,0.12802768166089964,0.0853517877739331,0.1510957324106113,0.005767012687427913,0.10841983852364476
1024,7508,705,7,Tempelhof-Sch̦neberg,W,1914,950,12,938,0.24520255863539445,0.19936034115138596,0.13539445628997868,0.08955223880597014,0.14712153518123666,0.009594882729211088,0.09808102345415777
1025,7509,705,7,Tempelhof-Sch̦neberg,W,1987,961,24,937,0.2892209178228389,0.22305229455709716,0.09178228388473852,0.05869797225186766,0.1622198505869797,0.008537886872998933,0.10779082177161152
1026,7510,705,7,Tempelhof-Sch̦neberg,W,1747,777,17,760,0.2907894736842105,0.19210526315789472,0.1013157894736842,0.07763157894736843,0.15,0.005263157894736842,0.11842105263157895
1027,7511,705,7,Tempelhof-Sch̦neberg,W,1836,878,15,863,0.2549246813441483,0.2433371958285052,0.13093858632676708,0.08574739281575898,0.119351100811124,0.005793742757821553,0.10544611819235226
1028,7512,705,7,Tempelhof-Sch̦neberg,W,1661,829,17,812,0.2783251231527093,0.21428571428571427,0.10960591133004928,0.08251231527093596,0.1539408866995074,0.003694581280788177,0.09113300492610836
1029,7513,705,7,Tempelhof-Sch̦neberg,W,1932,799,20,779,0.2682926829268293,0.21181001283697048,0.11938382541720155,0.0962772785622593,0.13735558408215662,0.0051347881899871635,0.10012836970474967
1030,7514,705,7,Tempelhof-Sch̦neberg,W,2163,1052,13,1039,0.25120307988450435,0.2136669874879692,0.11838306063522618,0.09432146294513956,0.1308950914340712,0.010587102983638113,0.09239653512993262
1031,7515,705,7,Tempelhof-Sch̦neberg,W,1961,886,3,883,0.2366930917327293,0.2117780294450736,0.11098527746319366,0.06455266138165346,0.1664779161947905,0.021517553793884484,0.10192525481313704
1032,7516,705,7,Tempelhof-Sch̦neberg,W,2121,1123,20,1103,0.3680870353581142,0.23481414324569355,0.06890299184043518,0.07162284678150499,0.10879419764279237,0.003626473254759746,0.1115140525838622
1033,7517,705,7,Tempelhof-Sch̦neberg,W,2020,1014,18,996,0.31626506024096385,0.1757028112449799,0.08835341365461848,0.10943775100401608,0.13654618473895586,0.008032128514056224,0.12449799196787148
1034,7601,706,7,Tempelhof-Sch̦neberg,W,1958,932,10,922,0.306941431670282,0.19522776572668116,0.09002169197396963,0.09327548806941433,0.12147505422993493,0.0075921908893709315,0.12147505422993493
1035,7602,706,7,Tempelhof-Sch̦neberg,W,2234,1206,22,1184,0.37753378378378377,0.19510135135135132,0.061655405405405414,0.07432432432432433,0.11233108108108107,0.0033783783783783786,0.14442567567567569
1036,7603,706,7,Tempelhof-Sch̦neberg,W,2120,1083,15,1068,0.2949438202247191,0.20973782771535585,0.08052434456928839,0.10767790262172283,0.1207865168539326,0.0046816479400749065,0.13389513108614232
1037,7604,706,7,Tempelhof-Sch̦neberg,W,2139,963,5,958,0.32254697286012524,0.17640918580375786,0.081419624217119,0.10542797494780794,0.13674321503131526,0.006263048016701462,0.1325678496868476
1038,7605,706,7,Tempelhof-Sch̦neberg,W,2031,957,18,939,0.3397231096911608,0.21405750798722045,0.10010649627263046,0.06602768903088392,0.11395101171459,0.002129925452609159,0.11714589989350373
1039,7606,706,7,Tempelhof-Sch̦neberg,W,1740,1013,17,996,0.3463855421686747,0.19979919678714855,0.07429718875502007,0.10642570281124497,0.11546184738955825,0.002008032128514056,0.11144578313253012
1040,7607,706,7,Tempelhof-Sch̦neberg,W,2035,1076,13,1063,0.2916274694261524,0.20696142991533395,0.09689557855126997,0.07243650047036689,0.1599247412982126,0.004703668861712135,0.11194731890874884
1041,7608,706,7,Tempelhof-Sch̦neberg,W,1143,580,7,573,0.3368237347294939,0.1518324607329843,0.10471204188481677,0.09075043630017453,0.15357766143106458,0.012216404886561954,0.1012216404886562
1042,7609,706,7,Tempelhof-Sch̦neberg,W,2595,1146,11,1135,0.29779735682819386,0.21674008810572687,0.09162995594713656,0.06167400881057269,0.18766519823788547,0.003524229074889868,0.0828193832599119
1043,7610,706,7,Tempelhof-Sch̦neberg,W,1335,459,9,450,0.28444444444444444,0.19777777777777775,0.08,0.05333333333333334,0.21777777777777774,0.011111111111111113,0.09777777777777777
1044,7611,706,7,Tempelhof-Sch̦neberg,W,2038,1042,21,1021,0.33006856023506365,0.1792360430950049,0.098922624877571,0.04701273261508325,0.21057786483839366,0.010773751224289913,0.08227228207639567
1045,7612,706,7,Tempelhof-Sch̦neberg,W,1558,712,29,683,0.2503660322108345,0.2430453879941435,0.11859443631039532,0.030746705710102486,0.19326500732064425,0.0043923865300146405,0.10102489019033677
1046,7613,706,7,Tempelhof-Sch̦neberg,W,2139,939,12,927,0.2233009708737864,0.2459546925566343,0.1423948220064725,0.05393743257820928,0.18770226537216828,0.008629989212513484,0.07119741100323625
1047,7614,706,7,Tempelhof-Sch̦neberg,W,2185,1046,17,1029,0.2750242954324587,0.22351797862001946,0.12050534499514093,0.058309037900874626,0.16909620991253646,0.0009718172983479103,0.09523809523809523
1048,7615,706,7,Tempelhof-Sch̦neberg,W,1786,868,25,843,0.29537366548042704,0.17793594306049826,0.09489916963226573,0.11387900355871886,0.1506524317912218,0.007117437722419929,0.1162514827995255
1049,7616,706,7,Tempelhof-Sch̦neberg,W,2287,1066,9,1057,0.3547776726584674,0.15231788079470202,0.07095553453169348,0.1239356669820246,0.12015137180700095,0.004730368968779565,0.1456953642384106
1050,7617,706,7,Tempelhof-Sch̦neberg,W,1942,1044,10,1034,0.3520309477756286,0.18181818181818185,0.06286266924564797,0.13152804642166346,0.10154738878143134,0.0038684719535783366,0.12669245647969052
1051,7701,707,7,Tempelhof-Sch̦neberg,W,1984,1063,16,1047,0.3562559694364852,0.15377268385864373,0.0725883476599809,0.09455587392550144,0.1318051575931232,0.007640878701050621,0.1518624641833811
1052,7702,707,7,Tempelhof-Sch̦neberg,W,2026,1061,17,1044,0.3630268199233717,0.15229885057471265,0.07279693486590039,0.09386973180076627,0.13026819923371644,0.0019157088122605363,0.14559386973180075
1053,7703,707,7,Tempelhof-Sch̦neberg,W,2132,1161,16,1145,0.3502183406113537,0.15458515283842794,0.07685589519650655,0.08209606986899562,0.14585152838427948,0.005240174672489083,0.1406113537117904
1054,7704,707,7,Tempelhof-Sch̦neberg,W,2327,1105,14,1091,0.28780934922089824,0.1934005499541705,0.08615948670944087,0.07241063244729606,0.18056828597616864,0.0045829514207149395,0.12007332722273145
1055,7705,707,7,Tempelhof-Sch̦neberg,W,1894,956,22,934,0.3137044967880085,0.16059957173447534,0.08886509635974305,0.08993576017130621,0.16381156316916487,0.009635974304068522,0.12955032119914348
1056,7706,707,7,Tempelhof-Sch̦neberg,W,1795,847,16,831,0.29602888086642604,0.19133574007220214,0.0842358604091456,0.09386281588447654,0.14921780986762934,0.004813477737665464,0.11672683513838747
1057,7707,707,7,Tempelhof-Sch̦neberg,W,1969,987,13,974,0.3182751540041068,0.18480492813141686,0.05954825462012321,0.10164271047227924,0.14681724845995894,0.01026694045174538,0.14476386036960984
1058,7708,707,7,Tempelhof-Sch̦neberg,W,2043,1027,18,1009,0.2745292368681863,0.2130822596630327,0.11892963330029732,0.04261645193260654,0.18929633300297324,0.0029732408325074326,0.10009910802775024
1059,7709,707,7,Tempelhof-Sch̦neberg,W,1831,943,10,933,0.32690246516613075,0.16184351554126475,0.07181136120042872,0.13504823151125406,0.11254019292604503,0.0053590568060021436,0.14362272240085744
1060,7710,707,7,Tempelhof-Sch̦neberg,W,1793,787,19,768,0.2721354166666667,0.22135416666666666,0.09635416666666667,0.07291666666666667,0.16666666666666666,0.0078125,0.11328125
1061,7711,707,7,Tempelhof-Sch̦neberg,W,1533,700,19,681,0.32305433186490456,0.19823788546255505,0.06901615271659324,0.06754772393538913,0.18502202643171808,0.011747430249632892,0.10719530102790016
1062,7712,707,7,Tempelhof-Sch̦neberg,W,1909,861,14,847,0.3069657615112161,0.21723730814639905,0.10035419126328217,0.06139315230224321,0.14994096812278632,0.009445100354191265,0.10861865407319952
1063,7713,707,7,Tempelhof-Sch̦neberg,W,1759,797,15,782,0.33248081841432225,0.17902813299232734,0.09335038363171357,0.08184143222506395,0.159846547314578,0.0025575447570332483,0.1061381074168798
1064,7714,707,7,Tempelhof-Sch̦neberg,W,1695,800,17,783,0.3001277139208174,0.19540229885057472,0.10089399744572157,0.07535121328224778,0.1724137931034483,0.020434227330779056,0.10217113665389528
1065,7715,707,7,Tempelhof-Sch̦neberg,W,1742,917,6,911,0.3139407244785949,0.17233809001097694,0.0889132821075741,0.12733260153677278,0.1185510428100988,0.0076838638858397375,0.12184412733260155
1066,7716,707,7,Tempelhof-Sch̦neberg,W,1484,734,9,725,0.3213793103448276,0.17655172413793102,0.07724137931034482,0.08413793103448276,0.15448275862068964,0.0055172413793103435,0.13793103448275862
1067,7717,707,7,Tempelhof-Sch̦neberg,W,1651,806,12,794,0.3526448362720403,0.15869017632241816,0.08564231738035265,0.10075566750629723,0.13476070528967254,0.003778337531486146,0.1309823677581864
1068,7718,707,7,Tempelhof-Sch̦neberg,W,1711,863,12,851,0.3207990599294947,0.17038777908343125,0.0799059929494712,0.0963572267920094,0.14336075205640422,0.005875440658049354,0.13513513513513514
1069,8101,801,8,Neuk̦lln,W,1056,505,5,500,0.10800000000000001,0.17800000000000002,0.318,0.23399999999999999,0.032,0.004,0.026000000000000002
1070,8102,801,8,Neuk̦lln,W,1143,569,6,563,0.08703374777975133,0.12966252220248667,0.3339253996447602,0.2664298401420959,0.02664298401420959,0.007104795737122558,0.05506216696269983
